ds,yhat1,recalculated_yhat1
2002-08-01,128.79664611816406,17.377211807331314
2002-09-01,128.68963623046875,17.362774059610352
2002-10-01,129.00711059570312,17.40560762286179
2002-11-01,128.5507049560547,17.344029486246686
2002-12-01,127.67041015625,17.225260328429766
2003-01-01,128.43634033203125,17.32859943930977
2003-02-01,127.74871826171875,17.23582563875402
2003-03-01,128.65829467773438,17.358545465026168
2003-04-01,129.1212921142578,17.421012965253915
2003-05-01,129.05352783203125,17.41187022496748
2003-06-01,128.55755615234375,17.344953847964454
2003-07-01,129.70822143554688,17.50020132488415
2003-08-01,128.67874145507812,17.361304139195013
2003-09-01,129.01963806152344,17.407297825468223
2003-10-01,128.91416931152344,17.393068007665956
2003-11-01,129.33859252929688,17.450331083790097
2003-12-01,128.559814453125,17.34525853735027
2004-01-01,131.21707153320312,17.703775008848176
2004-02-01,130.67596435546875,17.630768961553038
2004-03-01,131.61021423339844,17.756817725236395
2004-04-01,133.5074462890625,18.01279180742396
2004-05-01,132.694580078125,17.903120098228015
2004-06-01,134.76463317871094,18.18241115327849
2004-07-01,135.36270141601562,18.263102372717125
2004-08-01,135.93338012695312,18.34009820399675
2004-09-01,136.29522705078125,18.388918501936992
2004-10-01,137.29019165039062,18.523158880932158
2004-11-01,137.35577392578125,18.532007225393116
2004-12-01,137.741455078125,18.584043231580917
2005-01-01,138.69155883789062,18.71223099710116
2005-02-01,139.9922332763672,18.88771767234465
2005-03-01,141.08694458007812,19.035415852117225
2005-04-01,141.31436157226562,19.06609889675336
2005-05-01,141.60760498046875,19.105663225243518
2005-06-01,142.57888793945312,19.236708483111784
2005-07-01,143.40399169921875,19.348031279384898
2005-08-01,143.91510009765625,19.416989898757688
2005-09-01,145.51242065429688,19.632499995282117
2005-10-01,145.57147216796875,19.6404672109787
2005-11-01,146.86065673828125,19.814403676036264
2005-12-01,146.71144104003906,19.794271530739916
2006-01-01,147.60324096679688,19.91459295745483
2006-02-01,147.82275390625,19.94420958924062
2006-03-01,149.1282501220703,20.120346817497065
2006-04-01,149.61183166503906,20.185591520302246
2006-05-01,149.83743286132812,20.216029578202495
2006-06-01,151.54501342773438,20.446415928118007
2006-07-01,151.93580627441406,20.49914160284802
2006-08-01,153.16104125976562,20.664450005635725
2006-09-01,153.5475311279297,20.71659512356304
2006-10-01,154.17247009277344,20.80091173495043
2006-11-01,154.8036651611328,20.886072418285
2006-12-01,154.3218994140625,20.821072702215705
2007-01-01,155.58587646484375,20.991608174939746
2007-02-01,156.49880981445312,21.114780917866483
2007-03-01,157.960205078125,21.31195200730431
2007-04-01,157.87379455566406,21.300293520872852
2007-05-01,158.85142517089844,21.432195202960703
2007-06-01,158.79620361328125,21.424744723992763
2007-07-01,160.25428771972656,21.621469072912205
2007-08-01,160.31243896484375,21.629314824596875
2007-09-01,161.36880493164062,21.771839460946833
2007-10-01,161.4444580078125,21.78204655537155
2007-11-01,163.31301879882812,22.034152317586532
2007-12-01,161.8963623046875,21.843017371927093
2008-01-01,164.36618041992188,22.176244624402564
2008-02-01,163.59429931640625,22.072102615816707
2008-03-01,164.7691650390625,22.23061521007355
2008-04-01,166.4789276123047,22.46129595581455
2008-05-01,166.3138885498047,22.439028926105447
2008-06-01,167.1630096435547,22.553592135170916
2008-07-01,168.1566162109375,22.68764928879218
2008-08-01,168.4965362548828,22.733511217493152
2008-09-01,168.6849822998047,22.75893631151196
2008-10-01,169.92709350585938,22.926521649844986
2008-11-01,170.03663635253906,22.941301143768957
2008-12-01,169.95359802246094,22.93009763270415
2009-01-01,171.832763671875,23.183634199805212
2009-02-01,171.91249084472656,23.19439097035163
2009-03-01,172.95257568359375,23.334718960926846
2009-04-01,173.5960693359375,23.421538966186855
2009-05-01,173.63803100585938,23.427200424369182
2009-06-01,174.43588256835938,23.534846360891883
2009-07-01,175.50814819335938,23.679516175214925
2009-08-01,175.6682891845703,23.701122358350744
2009-09-01,176.67947387695312,23.83755114827239
2009-10-01,177.00045776367188,23.880858215299078
2009-11-01,176.67007446289062,23.83628298163955
2009-12-01,176.53057861328125,23.817462235929433
2010-01-01,176.79293823242188,23.852859731197398
2010-02-01,176.44033813476562,23.805287012769334
2010-03-01,177.33108520507812,23.925466388351673
2010-04-01,178.34500122070312,24.06226368773318
2010-05-01,177.54689025878906,23.954582753105353
2010-06-01,178.66830444335938,24.105883678993948
2010-07-01,179.321044921875,24.193951263766138
2010-08-01,178.9266815185547,24.140743850412612
2010-09-01,179.33836364746094,24.196287901961384
2010-10-01,179.38467407226562,24.202536093082607
2010-11-01,179.5042724609375,24.218672278258268
2010-12-01,178.9423828125,24.142862265128834
2011-01-01,179.9121551513672,24.273703710502534
2011-02-01,180.29937744140625,24.325947646609038
2011-03-01,181.4007110595703,24.474539307418382
2011-04-01,180.745361328125,24.386119682882857
2011-05-01,181.05328369140625,24.427664492380792
2011-06-01,181.07601928710938,24.43073197335958
2011-07-01,181.9555206298828,24.54939407814905
2011-08-01,181.50204467773438,24.488211214250683
2011-09-01,183.14923095703125,24.710449181807782
2011-10-01,182.25970458984375,24.590434503190746
2011-11-01,183.6026153564453,24.771619693433756
2011-12-01,182.50645446777344,24.623725936014885
2012-01-01,183.41714477539062,24.74659604826788
2012-02-01,182.72320556640625,24.65296994091668
2012-03-01,184.2089385986328,24.853424676100257
2012-04-01,184.35958862304688,24.87375034033084
2012-05-01,184.26278686523438,24.860689870982227
2012-06-01,184.26318359375,24.860743397495952
2012-07-01,184.28138732910156,24.86319944099105
2012-08-01,184.38331604003906,24.876951637593937
2012-09-01,183.96157836914062,24.820050894793468
2012-10-01,184.10195922851562,24.83899104580343
2012-11-01,184.48638916015625,24.89085823760179
2012-12-01,183.1324462890625,24.70818459853485
2013-01-01,184.16998291015625,24.84816878419499
2013-02-01,183.36483764648438,24.739538783304596
2013-03-01,183.75946044921875,24.792781194763254
2013-04-01,183.57540893554688,24.767949009819546
2013-05-01,183.23150634765625,24.721549757269266
2013-06-01,183.419189453125,24.746871915684764
2013-07-01,183.3897247314453,24.74289654268474
2013-08-01,184.21969604492188,24.854876068106996
2013-09-01,183.75450134277344,24.79211211334171
2013-10-01,184.22384643554688,24.855436037789033
2013-11-01,183.40725708007812,24.745262002848914
2013-12-01,182.6781768798828,24.646894681609027
2014-01-01,183.10121154785156,24.703970414935135
2014-02-01,182.53713989257812,24.627866005980216
2014-03-01,183.1425323486328,24.709545407210673
2014-04-01,183.71351623535156,24.786582412731622
2014-05-01,183.31600952148438,24.732950904692437
2014-06-01,182.9610595703125,24.685061144606166
2014-07-01,183.76214599609375,24.793143528086922
2014-08-01,182.88160705566406,24.67434143087694
2014-09-01,182.86439514160156,24.672019203666157
2014-10-01,182.91067504882812,24.678263277363243
2014-11-01,182.81878662109375,24.665865713299983
2014-12-01,181.54098510742188,24.493465047443877
2015-01-01,183.18434143066406,24.715186278272338
2015-02-01,182.09519958496094,24.568239528403964
2015-03-01,182.91116333007812,24.678329156149363
2015-04-01,182.41648864746094,24.611587769671978
2015-05-01,182.22592163085938,24.585876514675956
2015-06-01,181.81976318359375,24.53107771689518
2015-07-01,182.69921875,24.649733645548455
2015-08-01,182.03427124023438,24.56001909112323
2015-09-01,183.23854064941406,24.722498823531833
2015-10-01,182.74960327148438,24.656531512791375
2015-11-01,182.61614990234375,24.63852601705952
2015-12-01,181.6683349609375,24.510647058349214
2016-01-01,182.0928497314453,24.567922486745754
2016-02-01,180.97003173828125,24.416432159347057
2016-03-01,182.44338989257812,24.61521727904487
2016-04-01,182.10784912109375,24.56994620070693
2016-05-01,181.42147827148438,24.477341214540616
2016-06-01,181.86233520507812,24.53682152356016
2016-07-01,181.68777465820312,24.513269857521685
2016-08-01,181.6767578125,24.511783467409813
2016-09-01,182.24453735351562,24.58838814339685
2016-10-01,181.80557250976562,24.52916311467352
2016-11-01,182.0630340576172,24.5638997633682
2016-12-01,181.4154052734375,24.47652184713823
2017-01-01,181.29251098632812,24.459940980156244
2017-02-01,180.9639892578125,24.415616909368808
2017-03-01,181.35861206054688,24.468859320827455
2017-04-01,181.27902221679688,24.458121078689636
2017-05-01,180.52496337890625,24.356383645797216
2017-06-01,181.7021484375,24.51520916428814
2017-07-01,181.09332275390625,24.433066552842764
2017-08-01,181.79632568359375,24.52791553516135
2017-09-01,181.160888671875,24.44218252987234
2017-10-01,181.3463897705078,24.46721029246235
2017-11-01,181.00640869140625,24.421340128913116
2017-12-01,180.08456420898438,24.29696509813966
2018-01-01,180.3946533203125,24.33880224475101
2018-02-01,180.82009887695312,24.396203254583597
2018-03-01,181.42550659179688,24.477884714526116
2018-04-01,180.8360595703125,24.398356667404947
2018-05-01,180.89263916015625,24.40599037174679
2018-06-01,180.367431640625,24.335129502424735
2018-07-01,180.88467407226562,24.404915724048177
2018-08-01,180.48074340820312,24.350417498229078
2018-09-01,180.56800842285156,24.362191272536247
2018-10-01,180.20411682128906,24.313095107179123
2018-11-01,181.10174560546875,24.43420296190336
2018-12-01,179.24459838867188,24.183637116313975
2019-01-01,180.76097106933594,24.388225745326682
2019-02-01,179.5015869140625,24.218309944934596
2019-03-01,180.3175506591797,24.32839957268
2019-04-01,179.70993041992188,24.24641959948786
2019-05-01,179.8250732421875,24.261954640740164
2019-06-01,179.52337646484375,24.221249785765274
2019-07-01,179.99267578125,24.284567534076402
2019-08-01,180.31723022460938,24.328356339726607
2019-09-01,180.361083984375,24.33427307820515
2019-10-01,180.32623291015625,24.32957097984572
2019-11-01,180.0225372314453,24.288596433590154
2019-12-01,178.79086303710938,24.122419254310472
2020-01-01,179.69200134277344,24.244000612809955
2020-02-01,178.67364501953125,24.10660422821715
2020-03-01,179.56591796875,24.22698947500612
2020-04-01,179.70700073242188,24.246024326771135
2020-05-01,178.82785034179688,24.12740957235918
2020-06-01,179.15579223632812,24.171655412088107
2020-07-01,179.28692626953125,24.18934798358589
2020-08-01,179.38037109375,24.20195553627991
2020-09-01,179.8211669921875,24.261427610451193
2020-10-01,180.08853149414062,24.297500363276896
2020-11-01,179.18556213378906,24.175671959329456
2020-12-01,178.99203491210938,24.149561314192574
2021-01-01,178.6988983154297,24.11001139668688
2021-02-01,178.2574462890625,24.05045079789675
2021-03-01,178.65206909179688,24.103693209355406
2021-04-01,179.56198120117188,24.226458327293013
2021-05-01,178.22857666015625,24.04655571466731
2021-06-01,179.27880859375,24.188252748766615
2021-07-01,179.3762969970703,24.201405860158207
2021-08-01,178.91885375976562,24.1396877311226
2021-09-01,178.76004028320312,24.118260655936545
2021-10-01,178.75277709960938,24.117280708992986
2021-11-01,178.29986572265625,24.056174017441066
2021-12-01,177.6837158203125,23.973043224203867
2022-01-01,178.0982666015625,24.028974313621106
2022-02-01,178.396728515625,24.06924272163794
2022-03-01,179.00213623046875,24.15092418158046
2022-04-01,178.242431640625,24.048425025223512
2022-05-01,178.01516723632812,24.01776256770804
2022-06-01,177.96658325195312,24.01120762848894
2022-07-01,178.29107666015625,24.05498819929088
2022-08-01,177.77420043945312,23.985251386757025
2022-09-01,178.85098266601562,24.130530579851694
2022-10-01,177.90774536132812,24.003269234761284
2022-11-01,178.67837524414062,24.107242428957704
2022-12-01,177.52755737304688,23.95197436491735
2023-01-01,177.88351440429688,24.0
2023-02-01,177.10073852539062,23.894388070998804
2023-03-01,177.9167022705078,24.004477698744203
2023-04-01,177.41354370117188,23.936591668357956
2023-05-01,177.11851501464844,23.896786470556044
2023-06-01,177.80633544921875,23.989587034368654
2023-07-01,177.6962890625,23.9747396029465
2023-08-01,177.89385986328125,24.001395806780952
2023-09-01,177.7674560546875,23.98434143602372
2023-10-01,177.4487762451172,23.94134523451904
2023-11-01,177.62167358398438,23.96467250094229
2023-12-01,176.197265625,23.772491729553174
2024-01-01,176.98544311523438,23.87883244262584
2024-02-01,176.95660400390625,23.87494147682053
2024-03-01,176.97230529785156,23.877059891536756
2024-04-01,177.00045776367188,23.880858215299078
2024-05-01,176.427001953125,23.803487698423385
2024-06-01,176.85940551757812,23.8618274809582
2024-07-01,176.5803680419922,23.82417981340177
2024-08-01,177.66334533691406,23.970294843595354
2024-09-01,176.94369506835938,23.87319980641244
