Date,Open,High,Low,Close,Adj Close,Volume
2017-05-01,3.872350,4.048860,3.841700,3.967850,3.967850,0
2017-06-01,3.964590,4.038520,3.879900,4.033730,4.033730,0
2017-07-01,4.021350,4.168730,4.005240,4.148860,4.148860,0
2017-08-01,4.159330,4.211830,4.094530,4.109390,4.109390,0
2017-09-01,4.109860,4.222930,4.046390,4.191940,4.191940,0
2017-10-01,4.195250,4.474290,4.176510,4.403430,4.403430,0
2017-11-01,4.412750,4.720080,4.408380,4.688430,4.688430,0
2017-12-01,4.661020,4.704440,4.485200,4.494300,4.494300,0
2018-01-01,4.494300,4.705410,4.476300,4.687320,4.687320,0
2018-02-01,4.668440,4.735130,4.635550,4.666770,4.666770,0
2018-03-01,4.635600,4.970310,4.630770,4.851840,4.851840,0
2018-04-01,4.880400,5.192860,4.865320,4.911970,4.911970,0
2018-05-01,4.902510,5.752220,4.893550,5.210050,5.210050,0
2018-06-01,5.293780,5.529400,5.258880,5.307470,5.307470,0
2018-07-01,5.308360,5.779440,5.300600,5.718760,5.718760,0
2018-08-01,5.747430,8.008890,5.735800,7.853860,7.853860,0
2018-09-01,7.845080,7.914000,6.934790,6.983440,6.983440,0
2018-10-01,7.011130,7.162380,6.201160,6.208200,6.208200,0
2018-11-01,6.312540,6.407910,5.836540,5.886180,5.886180,0
2018-12-01,5.885020,6.199590,5.832800,6.034750,6.034750,0
2019-01-01,6.063200,6.357900,5.928130,6.006700,6.006700,0
2019-02-01,5.930700,6.081390,5.913300,6.041800,6.041800,0
2019-03-01,6.073520,6.598400,5.970570,6.253700,6.253700,0
2019-04-01,6.272410,6.699070,6.100310,6.655600,6.655600,0
2019-05-01,6.689000,7.029400,6.484400,6.578260,6.578260,0
2019-06-01,6.575340,6.694020,6.391860,6.559820,6.559820,0
2019-07-01,6.519060,6.527940,6.146900,6.199750,6.199750,0
2019-08-01,6.170590,6.501250,6.107400,6.448840,6.448840,0
2019-09-01,6.448540,6.456500,6.145500,6.193400,6.193400,0
2019-10-01,6.157520,6.563420,6.146850,6.354830,6.354830,0
2019-11-01,6.367430,6.399940,6.286900,6.323070,6.323070,0
2019-12-01,6.330200,6.686360,6.315400,6.660380,6.660380,0
2020-01-01,6.669500,6.695670,6.499780,6.588530,6.588530,0
2020-02-01,6.591100,6.910500,6.535910,6.825270,6.825270,0
2020-03-01,6.824190,7.269860,6.744750,7.240450,7.240450,0
2020-04-01,7.290000,7.665040,7.161450,7.551780,7.551780,0
2020-05-01,7.646780,7.851380,7.347900,7.545550,7.545550,0
2020-06-01,7.569770,7.789900,7.472420,7.705880,7.705880,0
2020-07-01,7.693070,8.301530,7.640900,8.268430,8.268430,0
2020-08-01,8.275720,8.819340,8.078830,8.705490,8.705490,0
2020-09-01,8.769760,9.211410,8.708360,9.159240,9.159240,0
2020-10-01,9.034720,9.796570,8.971910,9.688650,9.688650,0
2020-11-01,9.688560,10.191530,8.881120,9.357940,9.357940,0
2020-12-01,9.339890,9.726490,8.955530,9.060380,9.060380,0
2021-01-01,9.084700,9.133130,8.806100,8.876200,8.876200,0
2021-02-01,8.824110,9.066170,8.354830,8.904670,8.904670,0
2021-03-01,8.965760,9.925040,8.560270,9.748300,9.748300,0
2021-04-01,9.718260,10.262970,9.405050,9.923590,9.923590,0
2021-05-01,9.961100,10.466830,9.925120,10.441610,10.441610,0
2021-06-01,10.378890,10.603590,10.047510,10.384030,10.384030,0
2021-07-01,10.303980,10.345400,9.974360,10.050560,10.050560,0
2021-08-01,10.051060,10.192470,9.797010,9.869130,9.869130,0
2021-09-01,9.823700,10.427930,9.778600,10.343790,10.343790,0
2021-10-01,10.282330,11.435050,10.235930,11.127150,11.127150,0
2021-11-01,11.078600,15.135900,10.983510,14.347000,14.347000,0
2021-12-01,15.245030,20.733000,11.554190,14.993060,14.993060,0
